id,Mã xã,Tên xã,Mã huyện
4237,16414,Xã Đông Thịnh,405
4238,16417,Xã Đông Văn,405
4239,16423,Xã Đông Nam,405
4240,16438,Thị trấn Tân Phong,406
4241,16447,Xã Quảng Trạch,406
4242,16456,Xã Quảng Định,406
4243,16462,Xã Quảng Nhân,406
4244,16465,Xã Quảng Ninh,406
4245,16468,Xã Quảng Bình,406
4246,16471,Xã Quảng Hợp,406
4247,16474,Xã Quảng Văn,406
4248,16483,Xã Quảng Hòa,406
4249,16492,Xã Quảng Trung,406
4250,16498,Xã Quảng Ngọc,406
4251,16501,Xã Quảng Trường,406
4252,16504,Xã Quảng Phúc,406
4253,16519,Xã Quảng Giao,406
4254,16540,Xã Quảng Hải,406
4255,16543,Xã Quảng Lưu,406
4256,16546,Xã Quảng Lộc,406
4257,16549,Xã Tiên Trang,406
4258,16552,Xã Quảng Nham,406
4259,16555,Xã Quảng Thạch,406
4260,16558,Xã Quảng Thái,406
4261,16561,Thị trấn Tĩnh Gia,407
4262,16579,Xã Anh Sơn,407
4263,16582,Xã Ngọc Lĩnh,407
4264,16591,Xã Các Sơn,407
4265,16597,Xã Hải Lĩnh,407
4266,16609,Xã Nguyên Bình,407
4267,16612,Xã Hải Nhân,407
4268,16630,Xã Trúc Lâm,407
4269,16633,Xã Hải Bình,407
4270,16639,Xã Tùng Lâm,407
4271,16642,Xã Tĩnh Hải,407
4272,16648,Xã Trường Lâm,407
4273,16654,Xã Hải Thượng,407
4274,16657,Xã Nghi Sơn,407
4275,16663,Phường Đông Vĩnh,412
4276,16666,Phường Hà Huy Tập,412
4277,16670,Phường Quán Bàu,412
4278,16672,Phường Hưng Bình,412
4279,16673,Phường Hưng Phúc,412
4280,16675,Phường Hưng Dũng,412
4281,16684,Phường Đội Cung,412
4282,16687,Phường Lê Mao,412
4283,16693,Phường Bến Thủy,412
4284,16696,Phường Hồng Sơn,412
4285,16699,Phường Trung Đô,412
4286,16702,Xã Nghi Phú,412
4287,16705,Xã Hưng Đông,412
4288,16711,Xã Hưng Hòa,412
4289,16714,Phường Vinh Tân,412
4290,17908,Xã Nghi Liên,412
4291,17914,Xã Nghi Ân,412
4292,17920,Xã Nghi Kim,412
4293,17923,Xã Nghi Đức,412
4294,18013,Xã Hưng Chính,412
4295,16717,Phường Nghi Thuỷ,413
4296,16720,Phường Nghi Tân,413
4297,16723,Phường Thu Thuỷ,413
4298,16726,Phường Nghi Hòa,413
4299,16729,Phường Nghi Hải,413
4300,16732,Phường Nghi Hương,413
4301,16735,Phường Nghi Thu,413
4302,16939,Phường Hòa Hiếu,414
4303,16993,Phường Quang Phong,414
4304,16994,Phường Quang Tiến,414
4305,17003,Phường Long Sơn,414
4306,17005,Xã Nghĩa Tiến,414
4307,17008,Xã Nghĩa Mỹ,414
4308,17011,Xã Tây Hiếu,414
4309,17017,Xã Đông Hiếu,414
4310,16738,Thị trấn Kim Sơn,415
4311,16741,Xã Thông Thụ,415
4312,16747,Xã Hạnh Dịch,415
4313,16753,Xã Nậm Giải,415
4314,16759,Xã Châu Kim,415
4315,16763,Xã Mường Nọc,415
4316,16765,Xã Châu Thôn,415
4317,16768,Xã Nậm Nhoóng,415
4318,16774,Xã Cắm Muộn,415
4319,16777,Thị trấn Tân Lạc,416
4320,16780,Xã Châu Bính,416
4321,16783,Xã Châu Thuận,416
4322,16786,Xã Châu Hội,416
4323,16789,Xã Châu Nga,416
4324,16792,Xã Châu Tiến,416
4325,16795,Xã Châu Hạnh,416
4326,16798,Xã Châu Thắng,416
4327,16804,Xã Châu Bình,416
4328,16807,Xã Châu Hoàn,416
4329,16810,Xã Diên Lãm,416
4330,16813,Thị trấn Mường Xén,417
4331,16816,Xã Mỹ Lý,417
4332,16822,Xã Keng Đu,417
4333,16825,Xã Đoọc Mạy,417
4334,16828,Xã Huồi Tụ,417
4335,16831,Xã Mường Lống,417
4336,16834,Xã Na Loi,417
4337,16837,Xã Nậm Cắn,417
4338,16840,Xã Bảo Nam,417
4339,16843,Xã Phà Đánh,417
4340,16846,Xã Bảo Thắng,417
4341,16849,Xã Hữu Lập,417
4342,16852,Xã Tà Cạ,417
4343,16855,Xã Chiêu Lưu,417
4344,16858,Xã Mường Típ,417
4345,16861,Xã Hữu Kiệm,417
4346,16867,Xã Mường Ải,417
4347,16870,Xã Na Ngoi,417
4348,16873,Xã Nậm Càn,417
4349,16876,Thị trấn Thạch Giám,418
4350,16882,Xã Nhôn Mai,418
4351,16885,Xã Hữu Khuông,418
4352,16900,Xã Yên Tĩnh,418
4353,16904,Xã Xiêng My,418
4354,16906,Xã Lượng Minh,418
4355,16912,Xã Yên Na,418
4356,16915,Xã Lưu Kiền,418
4357,16921,Xã Xá Lượng,418
4358,16924,Xã Tam Thái,418
4359,16927,Xã Tam Đình,418
4360,16941,Thị trấn Nghĩa Đàn,419
4361,16942,Xã Nghĩa Mai,419
4362,16945,Xã Nghĩa Yên,419
4363,16963,Xã Nghĩa Thọ,419
4364,16984,Xã Nghĩa Hội,419
4365,16996,Xã Nghĩa Hiếu,419
4366,17020,Xã Nghĩa Đức,419
4367,17026,Xã Nghĩa Long,419
4368,17029,Xã Nghĩa Lộc,419
4369,17032,Xã Nghĩa Khánh,419
4370,17035,Thị trấn Quỳ Hợp,420
4371,17044,Xã Châu Hồng,420
4372,17047,Xã Đồng Hợp,420
4373,17050,Xã Châu Thành,420
4374,17053,Xã Liên Hợp,420
4375,17056,Xã Châu Lộc,420
4376,17062,Xã Châu Cường,420
4377,17065,Xã Châu Quang,420
4378,17068,Xã Thọ Hợp,420
4379,17071,Xã Minh Hợp,420
4380,17074,Xã Nghĩa Xuân,420
4381,17077,Xã Châu Thái,420
4382,17080,Xã Châu Đình,420
4383,17083,Xã Văn Lợi,420
4384,17089,Xã Châu Lý,420
4385,17092,Xã Hạ Sơn,420
4386,17098,Thị trấn Cầu Giát,421
4387,17101,Xã Quỳnh Thắng,421
4388,17119,Xã Quỳnh Tân,421
4389,17143,Xã Quỳnh Văn,421
4390,17149,Xã Quỳnh Tam,421
4391,17155,Xã Quỳnh Thạch,421
4392,17158,Xã Quỳnh Bảng,421
4393,17164,Xã Quỳnh Thanh,421
4394,17167,Xã Quỳnh Hậu,421
4395,17173,Xã Quỳnh Đôi,421
4396,17176,Xã Quỳnh Lương,421
4397,17182,Xã Quỳnh Yên,421
4398,17185,Xã Quỳnh Bá,421
4399,17191,Xã Quỳnh Diễn,421
4400,17197,Xã Quỳnh Giang,421
4401,17203,Xã Quỳnh Nghĩa,421
4402,17209,Xã Tiến Thủy,421
4403,17218,Xã Quỳnh Thuận,421
4404,17221,Xã Quỳnh Long,421
4405,17224,Xã Tân Thắng,421
4406,17227,Thị trấn Con Cuông,422
4407,17230,Xã Bình Chuẩn,422
4408,17233,Xã Lạng Khê,422
4409,17236,Xã Cam Lâm,422
4410,17239,Xã Thạch Ngàn,422
4411,17242,Xã Đôn Phục,422
4412,17245,Xã Mậu Đức,422
4413,17248,Xã Châu Khê,422
4414,17251,Xã Chi Khê,422
4415,17254,Xã Bồng Khê,422
4416,17257,Xã Yên Khê,422
4417,17260,Xã Lục Dạ,422
4418,17263,Xã Môn Sơn,422
4419,17266,Thị trấn Tân Kỳ,423
4420,17278,Xã Giai Xuân,423
4421,17293,Xã Nghĩa Hợp,423
4422,17296,Xã Nghĩa Hoàn,423
4423,17302,Xã Tiên Kỳ,423
4424,17308,Xã Nghĩa Dũng,423
4425,17326,Xã Nghĩa Hành,423
4426,17329,Thị trấn Anh Sơn,424
4427,17344,Xã Đỉnh Sơn,424
4428,17350,Xã Cẩm Sơn,424
4429,17353,Xã Đức Sơn,424
4430,17356,Xã Tường Sơn,424
4431,17359,Xã Tào Sơn,424
4432,17365,Xã Lạng Sơn,424
4433,17368,Xã Hội Sơn,424
4434,17380,Xã Khai Sơn,424
4435,17383,Xã Lĩnh Sơn,424
4436,17389,Thị trấn Diễn Châu,425
4437,17392,Xã Diễn Lâm,425
4438,17395,Xã Diễn Đoài,425
4439,17398,Xã Diễn Trường,425
4440,17401,Xã Diễn Yên,425
4441,17404,Xã Diễn Hoàng,425
4442,17407,Xã Diễn Hùng,425
4443,17410,Xã Diễn Mỹ,425
4444,17413,Xã Diễn Hồng,425
4445,17416,Xã Diễn Phong,425
4446,17419,Xã Diễn Hải,425
4447,17422,Xã Diễn Tháp,425
4448,17425,Xã Diễn Liên,425
4449,17428,Xã Diễn Vạn,425
4450,17431,Xã Diễn Kim,425
4451,17434,Xã Diễn Kỷ,425
4452,17437,Xã Diễn Xuân,425
4453,17440,Xã Diễn Thái,425
4454,17443,Xã Diễn Đồng,425
4455,17446,Xã Diễn Bích,425
4456,17449,Xã Diễn Hạnh,425
4457,17452,Xã Diễn Ngọc,425
4458,17455,Xã Diễn Quảng,425
4459,17458,Xã Diễn Nguyên,425
4460,17461,Xã Diễn Hoa,425
4461,17464,Xã Diễn Thành,425
4462,17467,Xã Diễn Phúc,425
4463,17476,Xã Diễn Cát,425
4464,17479,Xã Diễn Thịnh,425
4465,17482,Xã Diễn Tân,425
4466,17488,Xã Diễn Thọ,425
4467,17491,Xã Diễn Lợi,425
4468,17494,Xã Diễn Lộc,425
4469,17497,Xã Diễn Trung,425
4470,17500,Xã Diễn An,425
4471,17503,Xã Diễn Phú,425
4472,17506,Thị trấn Yên Thành,426
4473,17509,Xã Mã Thành,426
4474,17510,Xã Tiến Thành,426
4475,17512,Xã Lăng Thành,426
4476,17518,Xã Đức Thành,426
4477,17521,Xã Kim Thành,426
4478,17524,Xã Hậu Thành,426
4479,17525,Xã Hùng Thành,426
4480,17527,Xã Đô Thành,426
4481,17530,Xã Thọ Thành,426
4482,17536,Xã Tây Thành,426
4483,17542,Xã Hồng Thành,426
4484,17545,Xã Đồng Thành,426
4485,17551,Xã Hoa Thành,426
4486,17554,Xã Tăng Thành,426
4487,17557,Xã Văn Thành,426
4488,17560,Xã Thịnh Thành,426
4489,17569,Xã Bắc Thành,426
4490,17572,Xã Nhân Thành,426
4491,17578,Xã Long Thành,426
4492,17581,Xã Minh Thành,426
4493,17584,Xã Nam Thành,426
4494,17587,Xã Vĩnh Thành,426
4495,17590,Xã Lý Thành,426
4496,17596,Xã Viên Thành,426
4497,17602,Xã Liên Thành,426
4498,17605,Xã Bảo Thành,426
4499,17611,Xã Công Thành,426
4500,17617,Thị trấn Đô Lương,427
4501,17619,Xã Giang Sơn Đông,427
4502,17620,Xã Giang Sơn Tây,427
4503,17626,Xã Bồi Sơn,427
4504,17632,Xã Bài Sơn,427
4505,17641,Xã Tràng Sơn,427
4506,17650,Xã Đặng Sơn,427
4507,17659,Xã Lưu Sơn,427
4508,17668,Xã Đà Sơn,427
4509,17671,Xã Lạc Sơn,427
4510,17683,Xã Thịnh Sơn,427
4511,17695,Xã Thuận Sơn,427
4512,17698,Xã Nhân Sơn,427
4513,17701,Xã Hiến Sơn,427
4514,17704,Xã Mỹ Sơn,427
4515,17707,Xã Trù Sơn,427
4516,17713,Thị trấn Thanh Chương,428
4517,17716,Xã Cát Văn,428
4518,17719,Xã Thanh Nho,428
4519,17722,Xã Hạnh Lâm,428
4520,17728,Xã Phong Thịnh,428
4521,17737,Xã Thanh Tiên,428
4522,17743,Xã Thanh Liên,428
4523,17752,Xã Thanh Đồng,428
4524,17755,Xã Thanh Ngọc,428
4525,17761,Xã Thanh Lĩnh,428
4526,17770,Xã Thanh Thịnh,428
4527,17776,Xã Thanh Chi,428
4528,17779,Xã Xuân Tường,428
4529,17782,Xã Thanh Dương,428
4530,17791,Xã Võ Liệt,428
4531,17800,Xã Thanh Khai,428
4532,17827,Thị trấn Quán Hành,429
4533,17830,Xã Nghi Văn,429
4534,17833,Xã Nghi Yên,429
4535,17836,Xã Nghi Tiến,429
4536,17839,Xã Nghi Hưng,429
4537,17842,Xã Nghi Đồng,429
4538,17845,Xã Nghi Thiết,429
4539,17848,Xã Nghi Lâm,429
4540,17851,Xã Nghi Quang,429
4541,17854,Xã Nghi Kiều,429
4542,17857,Xã Nghi Mỹ,429
4543,17860,Xã Nghi Phương,429
4544,17863,Xã Nghi Thuận,429
4545,17866,Xã Nghi Long,429
4546,17869,Xã Nghi Xá,429
4547,17875,Xã Nghi Hoa,429
4548,17878,Xã Khánh Hợp,429
4549,17881,Xã Nghi Thịnh,429
4550,17884,Xã Nghi Công Bắc,429
4551,17887,Xã Nghi Công Nam,429
4552,17890,Xã Nghi Thạch,429
4553,17893,Xã Nghi Trung,429
4554,17896,Xã Nghi Trường,429
4555,17899,Xã Nghi Diên,429
4556,17902,Xã Nghi Phong,429
4557,17905,Xã Nghi Xuân,429
4558,17911,Xã Nghi Vạn,429
4559,17917,Xã Phúc Thọ,429
4560,17926,Xã Nghi Thái,429
4561,17935,Xã Nam Nghĩa,430
4562,17941,Xã Nam Anh,430
4563,17950,Thị trấn Nam Đàn,430
4564,17953,Xã Nam Lĩnh,430
4565,17968,Xã Thượng Tân Lộc,430
4566,17977,Xã Hồng Long,430
4567,17983,Xã Nam Cát,430
4568,17986,Xã Khánh Sơn,430
4569,17989,Xã Trung Phúc Cường,430
4570,17998,Xã Nam Kim,430
4571,18001,Thị trấn Hưng Nguyên,431
4572,18004,Xã Hưng Trung,431
4573,18007,Xã Hưng Yên Nam,431
4574,18008,Xã Hưng Yên Bắc,431
4575,18010,Xã Hưng Tây,431
4576,18019,Xã Hưng Mỹ,431
4577,18025,Xã Hưng Lĩnh,431
4578,18028,Xã Hưng Thông,431
4579,18031,Xã Hưng Tân,431
4580,18034,Xã Hưng Lợi,431
4581,18037,Xã Hưng Nghĩa,431
4582,18040,Xã Hưng Phúc,431
4583,18043,Xã Long Xá,431
4584,18052,Xã Châu Nhân,431
4585,18055,Xã Xuân Lam,431
4586,18064,Xã Hưng Thành,431
4587,17104,Xã Quỳnh Vinh,432
4588,17107,Xã Quỳnh Lộc,432
4589,17110,Phường Quỳnh Thiện,432
4590,17113,Xã Quỳnh Lập,432
4591,17125,Phường Mai Hùng,432
4592,17128,Phường Quỳnh Dị,432
4593,17131,Phường Quỳnh Xuân,432
4594,17134,Phường Quỳnh Phương,432
4595,17137,Xã Quỳnh Liên,432
4596,18073,Phường Nam Hà,436
4597,18076,Phường Bắc Hà,436
4598,18082,Phường Đại Nài,436
4599,18088,Xã Thạch Trung,436
4600,18091,Phường Thạch Quý,436
4601,18094,Phường Thạch Linh,436
4602,18097,Phường Văn Yên,436
4603,18100,Xã Thạch Hạ,436
4604,18103,Xã Đồng Môn,436
4605,18109,Xã Thạch Hưng,436
4606,18115,Phường Bắc Hồng,437
4607,18118,Phường Nam Hồng,437
4608,18121,Phường Trung Lương,437
4609,18124,Phường Đức Thuận,437
4610,18127,Phường Đậu Liêu,437
4611,18130,Xã Thuận Lộc,437
4612,18133,Thị trấn Phố Châu,439
4613,18136,Thị trấn  Tây Sơn,439
4614,18139,Xã Sơn Hồng,439
4615,18142,Xã Sơn Tiến,439
4616,18145,Xã Sơn Lâm,439
4617,18148,Xã Sơn Lễ,439
4618,18157,Xã Sơn Giang,439
4619,18160,Xã Sơn Lĩnh,439
4620,18163,Xã An Hoà Thịnh,439
4621,18172,Xã Sơn Tây,439
4622,18175,Xã Sơn Ninh,439
4623,18178,Xã Sơn Châu,439
4624,18181,Xã Tân Mỹ Hà,439
4625,18184,Xã Quang Diệm,439
4626,18187,Xã Sơn Trung,439
4627,18190,Xã Sơn Bằng,439
4628,18196,Xã Sơn Kim 1,439
4629,18199,Xã Sơn Kim 2,439
4630,18202,Xã Sơn Trà,439
4631,18205,Xã Sơn Long,439
4632,18214,Xã Sơn Hàm,439
4633,18223,Xã Sơn Trường,439
4634,18229,Thị trấn Đức Thọ,440
4635,18235,Xã Quang Vĩnh,440
4636,18241,Xã Tùng Châu,440
4637,18253,Xã Yên Hồ,440
4638,18259,Xã Tùng Ảnh,440
4639,18262,Xã Bùi La Nhân,440
4640,18274,Xã Thanh Bình Thịnh,440
4641,18277,Xã Lâm Trung Thủy,440
4642,18298,Xã An Dũng,440
4643,18304,Xã Đức Đồng,440
4644,18307,Xã Đức Lạng,440
4645,18313,Thị trấn Vũ Quang,441
4646,18316,Xã Ân Phú,441
4647,18322,Xã Đức Lĩnh,441
4648,18325,Xã Thọ Điền,441
4649,18328,Xã Đức Hương,441
4650,18331,Xã Đức Bồng,441
4651,18334,Xã Đức Liên,441
4652,18340,Xã Hương Minh,441
4653,18343,Xã Quang Thọ,441
4654,18352,Thị trấn Xuân An,442
4655,18355,Xã Xuân Hội,442
4656,18358,Xã Đan Trường,442
4657,18364,Xã Xuân Phổ,442
4658,18367,Xã Xuân Hải,442
4659,18373,Thị trấn Tiên Điền,442
4660,18376,Xã Xuân Yên,442
4661,18379,Xã Xuân Mỹ,442
4662,18391,Xã Cổ Đạm,442
4663,18394,Xã Xuân Liên,442
4664,18397,Xã Xuân Lĩnh,442
4665,18403,Xã Cương Gián,442
4666,18406,Thị trấn Nghèn,443
4667,18415,Xã Thiên Lộc,443
4668,18418,Xã Thuần Thiện,443
4669,18427,Xã Vượng Lộc,443
4670,18433,Xã Thanh Lộc,443
4671,18436,Xã Kim Song Trường,443
4672,18439,Xã Thường Nga,443
4673,18445,Xã Tùng Lộc,443
4674,18463,Xã Gia Hanh,443
4675,18466,Xã Khánh Vĩnh Yên,443
4676,18472,Xã Trung Lộc,443
4677,18478,Xã Thượng Lộc,443
4678,18484,Thị trấn Đồng Lộc,443
4679,18490,Xã Sơn Lộc,443
4680,18496,Thị trấn Hương Khê,444
4681,18499,Xã Điền Mỹ,444
4682,18502,Xã Hà Linh,444
4683,18505,Xã Hương Thủy,444
4684,18508,Xã Hòa Hải,444
4685,18514,Xã Phúc Đồng,444
4686,18517,Xã Hương Giang,444
4687,18523,Xã Hương Bình,444
4688,18526,Xã Hương Long,444
4689,18529,Xã Phú Gia,444
4690,18532,Xã Gia Phố,444
4691,18535,Xã Phú Phong,444
4692,18538,Xã Hương Đô,444
4693,18541,Xã Hương Vĩnh,444
4694,18544,Xã Hương Xuân,444
4695,18547,Xã Phúc Trạch,444
4696,18550,Xã Hương Trà,444
4697,18553,Xã Hương Trạch,444
4698,18559,Xã Hương Liên,444
4699,18562,Thị trấn Thạch Hà,445
4700,18571,Xã Thạch Hải,445
4701,18586,Xã Thạch Kênh,445
4702,18592,Xã Thạch Liên,445
4703,18595,Xã Đỉnh Bàn,445
4704,18604,Xã Thạch Khê,445
4705,18619,Xã Thạch Trị,445
4706,18622,Xã Thạch Lạc,445
4707,18625,Xã Thạch Ngọc,445
4708,18631,Xã Thạch Văn,445
4709,18634,Xã Lưu Vĩnh Sơn,445
4710,18637,Xã Thạch Thắng,445
4711,18643,Xã Thạch Đài,445
4712,18649,Xã Thạch Hội,445
4713,18652,Xã Tân Lâm Hương,445
4714,18658,Xã Thạch Xuân,445
4715,18673,Thị trấn Cẩm Xuyên,446
4716,18676,Thị trấn Thiên Cầm,446
4717,18682,Xã Cẩm Dương,446
4718,18691,Xã Cẩm Vĩnh,446
4719,18697,Xã Cẩm Quang,446
4720,18709,Xã Cẩm Nhượng,446
4721,18712,Xã Nam Phúc Thăng,446
4722,18715,Xã Cẩm Duệ,446
4723,18724,Xã Cẩm Quan,446
4724,18727,Xã Cẩm Hà,446
4725,18730,Xã Cẩm Lộc,446
4726,18736,Xã Cẩm Thịnh,446
4727,18739,Xã Cẩm Mỹ,446
4728,18742,Xã Cẩm Trung,446
4729,18748,Xã Cẩm Lạc,446
4730,18751,Xã Cẩm Minh,446
4731,18757,Xã Kỳ Xuân,447
4732,18760,Xã Kỳ Bắc,447
4733,18766,Xã Kỳ Phong,447
4734,18769,Xã Kỳ Tiến,447
4735,18772,Xã Kỳ Giang,447
4736,18775,Xã Kỳ Đồng,447
4737,18778,Xã Kỳ Khang,447
4738,18784,Xã Kỳ Văn,447
4739,18787,Xã Kỳ Trung,447
4740,18790,Xã Kỳ Thọ,447
4741,18793,Xã Kỳ Tây,447
4742,18802,Xã Kỳ Hải,447
4743,18805,Xã Kỳ Thư,447
4744,18811,Xã Kỳ Châu,447
4745,18838,Xã Lâm Hợp,447
4746,18850,Xã Kỳ Lạc,447
4747,18409,Xã Tân Lộc,448
4748,18412,Xã Hồng Lộc,448
4749,18421,Xã Thịnh Lộc,448
4750,18457,Xã Ích Hậu,448
4751,18568,Thị trấn Lộc Hà,448
4752,18577,Xã Thạch Mỹ,448
4753,18580,Xã Thạch Kim,448
4754,18583,Xã Thạch Châu,448
4755,18598,Xã Hộ Độ,448
4756,18670,Xã Mai Phụ,448
4757,18754,Phường Hưng Trí,449
4758,18781,Xã Kỳ Ninh,449
4759,18796,Xã Kỳ Lợi,449
4760,18808,Xã Kỳ Hà,449
4761,18820,Phường Kỳ Trinh,449
4762,18823,Phường Kỳ Thịnh,449
4763,18829,Xã Kỳ Hoa,449
4764,18832,Phường Kỳ Phương,449
4765,18835,Phường Kỳ Long,449
4766,18841,Phường Kỳ Liên,449
4767,18847,Xã Kỳ Nam,449
4768,18856,Phường Đồng Phú,450
4769,18859,Phường Bắc Lý,450
4770,18865,Phường Nam Lý,450
4771,18868,Phường Đồng Hải,450
4772,18871,Phường Đồng Sơn,450
4773,18874,Phường Phú Hải,450
4774,18877,Phường Bắc Nghĩa,450
4775,18880,Phường Đức Ninh Đông,450
4776,18883,Xã Quang Phú,450
4777,18886,Xã Lộc Ninh,450
4778,18889,Xã Bảo Ninh,450
4779,18892,Xã Nghĩa Ninh,450
4780,18895,Xã Thuận Đức,450
4781,18901,Thị trấn Quy Đạt,452
4782,18904,Xã Dân Hóa,452
4783,18907,Xã Trọng Hóa,452
4784,18910,Xã Hóa Phúc,452
4785,18913,Xã Hồng Hóa,452
4786,18916,Xã Hóa Thanh,452
4787,18919,Xã Hóa Tiến,452
4788,18922,Xã Hóa Hợp,452
4789,18925,Xã Xuân Hóa,452
4790,18928,Xã Yên Hóa,452
4791,18931,Xã Minh Hóa,452
4792,18934,Xã Tân Hóa,452
4793,18937,Xã Hóa Sơn,452
4794,18943,Xã Trung Hóa,452
4795,18946,Xã Thượng Hóa,452
4796,18949,Thị trấn Đồng Lê,453
4797,18952,Xã Hương Hóa,453
4798,18955,Xã Kim Hóa,453
4799,18958,Xã Thanh Hóa,453
4800,18961,Xã Thanh Thạch,453
4801,18964,Xã Thuận Hóa,453
4802,18967,Xã Lâm Hóa,453
4803,18970,Xã Lê Hóa,453
4804,18973,Xã Sơn Hóa,453
4805,18979,Xã Ngư Hóa,453
4806,18985,Xã Thạch Hóa,453
4807,18988,Xã Đức Hóa,453
4808,18991,Xã Phong Hóa,453
4809,18994,Xã Mai Hóa,453
4810,18997,Xã Tiến Hóa,453
4811,19000,Xã Châu Hóa,453
4812,19003,Xã Cao Quảng,453
4813,19006,Xã Văn Hóa,453
4814,19015,Xã Quảng Kim,454
4815,19033,Xã Quảng Tùng,454
4816,19036,Xã Cảnh Dương,454
4817,19039,Xã Quảng Tiến,454
4818,19045,Xã Quảng Xuân,454
4819,19048,Xã Cảnh Hóa,454
4820,19051,Xã Liên Trường,454
4821,19057,Xã Quảng Phương,454
4822,19063,Xã Phù Hóa,454
4823,19111,Thị trấn Hoàn Lão,455
4824,19114,Thị trấn NT Việt Trung,455
4825,19117,Xã Xuân Trạch,455
4826,19120,Xã Mỹ Trạch,455
4827,19123,Xã Hạ Trạch,455
4828,19126,Xã Bắc Trạch,455
4829,19129,Xã Lâm Trạch,455
4830,19132,Xã Thanh Trạch,455
4831,19135,Xã Liên Trạch,455
4832,19141,Xã Cự Nẫm,455
4833,19147,Xã Thượng Trạch,455
4834,19156,Xã Hưng Trạch,455
4835,19159,Xã Đồng Trạch,455
4836,19162,Xã Đức Trạch,455
4837,19165,Thị trấn Phong Nha,455
4838,19168,Xã Vạn Trạch,455
4839,19174,Xã Phú Định,455
4840,19177,Xã Trung Trạch,455
4841,19180,Xã Tây Trạch,455
4842,19183,Xã Hòa Trạch,455
4843,19186,Xã Đại Trạch,455
4844,19189,Xã Nhân Trạch,455
4845,19192,Xã Tân Trạch,455
4846,19195,Xã Nam Trạch,455
4847,19198,Xã Lý Trạch,455
4848,19201,Thị trấn Quán Hàu,456
4849,19207,Xã Lương Ninh,456
4850,19213,Xã Võ Ninh,456
4851,19219,Xã Hàm Ninh,456
4852,19222,Xã Duy Ninh,456
4853,19225,Xã Gia Ninh,456
4854,19234,Xã Tân Ninh,456
4855,19246,Thị Trấn Nông Trường Lệ Ninh,457
4856,19249,Thị trấn Kiến Giang,457
4857,19252,Xã Hồng Thủy,457
4858,19255,Xã Ngư Thủy Bắc,457
4859,19258,Xã Hoa Thủy,457
4860,19264,Xã An Thủy,457
4861,19267,Xã Phong Thủy,457
4862,19270,Xã Cam Thủy,457
4863,19273,Xã Ngân Thủy,457
4864,19279,Xã Lộc Thủy,457
4865,19285,Xã Liên Thủy,457
4866,19288,Xã Hưng Thủy,457
4867,19291,Xã Dương Thủy,457
4868,19294,Xã Tân Thủy,457
4869,19297,Xã Phú Thủy,457
4870,19303,Xã Mỹ Thủy,457
4871,19306,Xã Ngư Thủy,457
4872,19309,Xã Mai Thủy,457
4873,19312,Xã Sen Thủy,457
4874,19318,Xã Kim Thủy,457
4875,19321,Xã Trường Thủy,457
4876,19327,Xã Lâm Thủy,457
4877,19009,Phường Ba Đồn,458
4878,19060,Phường Quảng Long,458
4879,19069,Xã Quảng Tiên,458
4880,19078,Phường Quảng Phong,458
4881,19081,Phường Quảng Thuận,458
4882,19096,Xã Quảng Thủy,458
4883,19102,Phường Quảng Phúc,458
4884,19330,Phường Đông Giang,461
4885,19333,Phường 1,461
4886,19336,Phường Đông Lễ,461
4887,19339,Phường Đông Thanh,461
4888,19342,Phường 2,461
4889,19345,Phường 4,461
4890,19348,Phường 5,461
4891,19351,Phường Đông Lương,461
4892,19354,Phường 3,461
4893,19358,Phường An Đôn,462
4894,19705,Xã Hải Lệ,462
4895,19363,Thị trấn Hồ Xá,464
4896,19366,Thị trấn Bến Quan,464
4897,19369,Xã Vĩnh Thái,464
4898,19372,Xã Vĩnh Tú,464
4899,19375,Xã Vĩnh Chấp,464
4900,19378,Xã Trung Nam,464
4901,19393,Xã Vĩnh Khê,464
4902,19402,Xã Vĩnh Thủy,464
4903,19405,Xã Vĩnh Lâm,464
4904,19408,Xã Hiền Thành,464
4905,19414,Thị trấn Cửa Tùng,464
4906,19417,Xã Vĩnh Hà,464
4907,19423,Xã Vĩnh Giang,464
4908,19426,Xã Vĩnh Ô,464
4909,19429,Thị trấn Khe Sanh,465
4910,19432,Thị trấn Lao Bảo,465
4911,19435,Xã Hướng Lập,465
4912,19438,Xã Hướng Việt,465
4913,19441,Xã Hướng Phùng,465
4914,19444,Xã Hướng Sơn,465
4915,19447,Xã Hướng Linh,465
4916,19453,Xã Hướng Tân,465
4917,19468,Xã Húc,465
4918,19471,Xã Thuận,465
4919,19474,Xã Hướng Lộc,465
4920,19477,Xã Ba Tầng,465
4921,19480,Xã Thanh,465
4922,19483,Xã  A Dơi,465
4923,19486,Xã Lìa,465
4924,19492,Xã Xy,465
4925,19495,Thị trấn Gio Linh,466
4926,19496,Thị trấn Cửa Việt,466
4927,19498,Xã Trung Giang,466
4928,19501,Xã Trung Hải,466
4929,19507,Xã Phong Bình,466
4930,19510,Xã Gio Mỹ,466
4931,19519,Xã Gio Hải,466
4932,19522,Xã Gio An,466
4933,19525,Xã Gio Châu,466
4934,19531,Xã Gio Việt,466
4935,19534,Xã Linh Trường,466
4936,19537,Xã Gio Sơn,466
4937,19543,Xã Gio Mai,466
4938,19546,Xã Hải Thái,466
4939,19549,Xã Linh Hải,466
4940,19552,Xã Gio Quang,466
4941,19555,Thị trấn Krông Klang,467
4942,19558,Xã Mò Ó,467
